company,batch,website,industries,one_liner,description,founder_name,founder_linkedin,yc_url
EffiGov,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,The AI OS for Cities,"The AI OS for Cities. Founded in 2025 by Aden Clemente and Aubteen Pour-Biazar, EffiGov has 3 employees based in San Francisco. EffiGov is hiring for 1 roles in engineering.",Aden Clemente,https://www.linkedin.com/in/aden-clemente,https://www.ycombinator.com/companies/effigov
"Galactic Resource Utilization Space, Inc. (GRU Space)",Winter 2026,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Moon Hotel -> The Intergalactic Construction Company of Earth,"Moon Hotel -> The Intergalactic Construction Company of Earth. Founded in 2025 by Skyler Chan, Galactic Resource Utilization Space, Inc. (GRU Space) has 5 employees based in San Francisco. Galactic Resource Utilization Space, Inc. (GRU Space) is hiring for 3 roles in engineering.",Skyler Chan,https://www.linkedin.com/in/skylerchan03,https://www.ycombinator.com/companies/galactic-resource-utilization-space-inc-gru-space
Verne Robotics,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI models that teach robots new skills in hours,"AI models that teach robots new skills in hours. Founded in 2025 by Aditya Jha and Neil Nie, Verne Robotics has 6 employees based in San Francisco. Verne Robotics is hiring for 2 roles in operations and engineering.",Neil Nie,https://linkedin.com/in/neilnie,https://www.ycombinator.com/companies/verne-robotics
Verne Robotics,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI models that teach robots new skills in hours,"AI models that teach robots new skills in hours. Founded in 2025 by Aditya Jha and Neil Nie, Verne Robotics has 6 employees based in San Francisco. Verne Robotics is hiring for 2 roles in operations and engineering.",Aditya Jha,https://linkedin.com/in/adityajha21,https://www.ycombinator.com/companies/verne-robotics
Liva AI,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Audio & Video Data,"Audio & Video Data. Founded in 2025 by Ashley Mo and Aoi Otani, Liva AI has 4 employees based in San Francisco. Liva AI is hiring for 4 roles in marketing, engineering, and operations.",Ashley Mo,https://www.linkedin.com/in/ashley-mo,https://www.ycombinator.com/companies/liva-ai
Liva AI,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Audio & Video Data,"Audio & Video Data. Founded in 2025 by Ashley Mo and Aoi Otani, Liva AI has 4 employees based in San Francisco. Liva AI is hiring for 4 roles in marketing, engineering, and operations.",Aoi Otani,https://linkedin.com/in/aoi-otani-ab3a1b205,https://www.ycombinator.com/companies/liva-ai
Shor,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,"International payroll, built for founders","International payroll, built for founders. Founded in 2025 by Daivik Goel and Avi Konduru, Shor has 4 employees based in San Francisco. Shor is hiring for 1 roles in marketing.",Daivik Goel,https://linkedin.com/in/daivikg,https://www.ycombinator.com/companies/shor
Shor,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,"International payroll, built for founders","International payroll, built for founders. Founded in 2025 by Daivik Goel and Avi Konduru, Shor has 4 employees based in San Francisco. Shor is hiring for 1 roles in marketing.",Avi Konduru,https://linkedin.com/in/kumaravinash-avi-konduru-54b3a6bb,https://www.ycombinator.com/companies/shor
Lanesurf,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Book any load in 10 minutes,"Book any load in 10 minutes. Founded in 2025 by Pratham Bansal and Sarthak Singh Chauhan, Lanesurf has 8 employees based in San Francisco. Lanesurf is hiring for 1 roles in sales.",Bansalpratham,https://www.linkedin.com/in/bansalpratham,https://www.ycombinator.com/companies/lanesurf
Lanesurf,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Book any load in 10 minutes,"Book any load in 10 minutes. Founded in 2025 by Pratham Bansal and Sarthak Singh Chauhan, Lanesurf has 8 employees based in San Francisco. Lanesurf is hiring for 1 roles in sales.",Sarthak Singh Chauhan,https://www.linkedin.com/in/sarthak-singh-chauhan-a1942b209 ,https://www.ycombinator.com/companies/lanesurf
Blank Bio,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,RNA intelligence for precision medicine,"RNA intelligence for precision medicine. Founded in 2025 by Philip Fradkin, Jonny Hsu, and Ian Shi, Blank Bio has 6 employees based in San Francisco. Blank Bio is hiring for 4 roles in engineering and science.",Jonathanhsuuw,https://www.linkedin.com/in/jonathanhsuuw,https://www.ycombinator.com/companies/blank-bio
Blank Bio,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,RNA intelligence for precision medicine,"RNA intelligence for precision medicine. Founded in 2025 by Philip Fradkin, Jonny Hsu, and Ian Shi, Blank Bio has 6 employees based in San Francisco. Blank Bio is hiring for 4 roles in engineering and science.",Philip Fradkin,https://www.linkedin.com/in/philip-fradkin-330a417b,https://www.ycombinator.com/companies/blank-bio
Blank Bio,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,RNA intelligence for precision medicine,"RNA intelligence for precision medicine. Founded in 2025 by Philip Fradkin, Jonny Hsu, and Ian Shi, Blank Bio has 6 employees based in San Francisco. Blank Bio is hiring for 4 roles in engineering and science.",Ian Shi,https://www.linkedin.com/in/ruian-shi-4b5215b9,https://www.ycombinator.com/companies/blank-bio
truthsystems,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Automatically blocking risky behavior with real-time governance agents,"Automatically blocking risky behavior with real-time governance agents. Founded in 2023 by Alex Mac and Nam Nguyen, truthsystems has 6 employees based in San Francisco.",Anh Mac,https://linkedin.com/in/anh-mac,https://www.ycombinator.com/companies/truthsystems
AgentMail,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Email Inboxes for AI Agents,"Email Inboxes for AI Agents. Founded in 2025 by Haakam Aujla, Michael Kim, and Adi Singh, AgentMail has 10 employees based in San Francisco. AgentMail is hiring for 5 roles in engineering, marketing, and operations.",Haaaujla,https://www.linkedin.com/in/haaaujla,https://www.ycombinator.com/companies/agentmail
AgentMail,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Email Inboxes for AI Agents,"Email Inboxes for AI Agents. Founded in 2025 by Haakam Aujla, Michael Kim, and Adi Singh, AgentMail has 10 employees based in San Francisco. AgentMail is hiring for 5 roles in engineering, marketing, and operations.",Michael Kim,https://www.linkedin.com/in/hyun-michael-kim-281242220,https://www.ycombinator.com/companies/agentmail
AgentMail,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Email Inboxes for AI Agents,"Email Inboxes for AI Agents. Founded in 2025 by Haakam Aujla, Michael Kim, and Adi Singh, AgentMail has 10 employees based in San Francisco. AgentMail is hiring for 5 roles in engineering, marketing, and operations.",Adivirsingh13,https://linkedin.com/in/adivirsingh13,https://www.ycombinator.com/companies/agentmail
TraceRoot.AI,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Open source self-healing layer for AI agents,"Open source self-healing layer for AI agents. Founded in 2025 by Xinwei He, TraceRoot.AI has 1 employees based in San Francisco. TraceRoot.AI is hiring for 2 roles in engineering.",Xinwei He,https://www.linkedin.com/in/xinwei-he-586512134,https://www.ycombinator.com/companies/traceroot-ai
Halluminate,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Data and RL environments to automate knowledge work,"Data and RL environments to automate knowledge work. Founded in 2024 by Wyatt Marshall and Jerry Wu, Halluminate has 5 employees based in San Francisco. Halluminate is hiring for 1 roles in engineering.",Experience,https://www.linkedin.com/in/jerry-wu-7814b0100/details/experience,https://www.ycombinator.com/companies/halluminate
Halluminate,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Data and RL environments to automate knowledge work,"Data and RL environments to automate knowledge work. Founded in 2024 by Wyatt Marshall and Jerry Wu, Halluminate has 5 employees based in San Francisco. Halluminate is hiring for 1 roles in engineering.",Wyatt Marshall,https://linkedin.com/in/wyatt-marshall-a40797198,https://www.ycombinator.com/companies/halluminate
Halluminate,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Data and RL environments to automate knowledge work,"Data and RL environments to automate knowledge work. Founded in 2024 by Wyatt Marshall and Jerry Wu, Halluminate has 5 employees based in San Francisco. Halluminate is hiring for 1 roles in engineering.",Jerry Wu,https://www.linkedin.com/in/jerry-wu-7814b0100,https://www.ycombinator.com/companies/halluminate
Halluminate,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Data and RL environments to automate knowledge work,"Data and RL environments to automate knowledge work. Founded in 2024 by Wyatt Marshall and Jerry Wu, Halluminate has 5 employees based in San Francisco. Halluminate is hiring for 1 roles in engineering.",Wyatt Marshall,https://www.linkedin.com/in/wyatt-marshall-a40797198,https://www.ycombinator.com/companies/halluminate
MangoDesk,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Long-horizon RL environments,"Long-horizon RL environments. Founded in 2025 by Ankith Subramanya and Ananth Subramanya, MangoDesk has 2 employees based in San Francisco. MangoDesk is hiring for 1 roles in engineering.",Ankith Subramanya,https://linkedin.com/in/ankithsubramanya,https://www.ycombinator.com/companies/mangodesk
MangoDesk,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Long-horizon RL environments,"Long-horizon RL environments. Founded in 2025 by Ankith Subramanya and Ananth Subramanya, MangoDesk has 2 employees based in San Francisco. MangoDesk is hiring for 1 roles in engineering.",Ams29,https://www.linkedin.com/in/ams29,https://www.ycombinator.com/companies/mangodesk
The Prompting Company,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,We help products get discovered & used by AI agents.,"We help products get discovered & used by AI agents. Founded in 2025 by Kevin Chandra, Michelle Marcelline, and Albert Purnama, The Prompting Company has 7 employees based in San Francisco. The Prompting Company is hiring for 3 roles in operations, engineering, and sales.",Kevinnicholaschandra,https://www.linkedin.com/in/kevinnicholaschandra,https://www.ycombinator.com/companies/the-prompting-company
The Prompting Company,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,We help products get discovered & used by AI agents.,"We help products get discovered & used by AI agents. Founded in 2025 by Kevin Chandra, Michelle Marcelline, and Albert Purnama, The Prompting Company has 7 employees based in San Francisco. The Prompting Company is hiring for 3 roles in operations, engineering, and sales.",Michelle Marcelline,https://www.linkedin.com/in/michelle-marcelline,https://www.ycombinator.com/companies/the-prompting-company
The Prompting Company,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,We help products get discovered & used by AI agents.,"We help products get discovered & used by AI agents. Founded in 2025 by Kevin Chandra, Michelle Marcelline, and Albert Purnama, The Prompting Company has 7 employees based in San Francisco. The Prompting Company is hiring for 3 roles in operations, engineering, and sales.",Albertputrapurnama,https://www.linkedin.com/in/albertputrapurnama,https://www.ycombinator.com/companies/the-prompting-company
Dedalus Labs,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Compute substrate for AI agents,"Compute substrate for AI agents. Founded in 2025 by Cathy Di and Windsor Nguyen, Dedalus Labs has 10 employees based in San Francisco. Dedalus Labs is hiring for 6 roles in marketing, product, and engineering.",Cathy Di,https://www.linkedin.com/in/cathydi,https://www.ycombinator.com/companies/dedalus-labs
Dedalus Labs,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Compute substrate for AI agents,"Compute substrate for AI agents. Founded in 2025 by Cathy Di and Windsor Nguyen, Dedalus Labs has 10 employees based in San Francisco. Dedalus Labs is hiring for 6 roles in marketing, product, and engineering.",Windsor Nguyen,https://linkedin.com/in/windsornguyen,https://www.ycombinator.com/companies/dedalus-labs
Parametric,Fall 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Physical businesses that run themselves,"Physical businesses that run themselves. Founded in 2025 by John Newsom and Cody Swain, Parametric has 7 employees based in San Francisco. Parametric is hiring for 1 roles in engineering.",Cody Swain,https://linkedin.com/in/cody-swain-89b621118,https://www.ycombinator.com/companies/parametric
Parametric,Fall 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Physical businesses that run themselves,"Physical businesses that run themselves. Founded in 2025 by John Newsom and Cody Swain, Parametric has 7 employees based in San Francisco. Parametric is hiring for 1 roles in engineering.",John Newsom,https://www.linkedin.com/in/newsom,https://www.ycombinator.com/companies/parametric
GETASAP,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI-Native Fresh Produce Logistics,"AI-Native Fresh Produce Logistics. Founded in 2023 by Raghav Arora and Pranavkrishna Suresh, GETASAP has 30 employees based in San Francisco. GETASAP is hiring for 1 roles in marketing.",Raghav Arora,https://www.linkedin.com/in/raghav-arora-516b1826b,https://www.ycombinator.com/companies/getasap
GETASAP,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI-Native Fresh Produce Logistics,"AI-Native Fresh Produce Logistics. Founded in 2023 by Raghav Arora and Pranavkrishna Suresh, GETASAP has 30 employees based in San Francisco. GETASAP is hiring for 1 roles in marketing.",Pranavkrishna Suresh,https://www.linkedin.com/in/pranavkrishnasuresh,https://www.ycombinator.com/companies/getasap
Adaptional,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI-powered insurance claims review,"AI-powered insurance claims review. Founded in 2024 by Kevin Cox and Suril Kantaria, Adaptional has employees based in San Francisco. Adaptional is hiring for 2 roles in engineering and sales.",Kevin Cox,https://www.linkedin.com/in/kevin-cox-90337b47,https://www.ycombinator.com/companies/adaptional
Adaptional,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI-powered insurance claims review,"AI-powered insurance claims review. Founded in 2024 by Kevin Cox and Suril Kantaria, Adaptional has employees based in San Francisco. Adaptional is hiring for 2 roles in engineering and sales.",Suril Kantaria,https://www.linkedin.com/in/suril-kantaria-59522922,https://www.ycombinator.com/companies/adaptional
Prox,Fall 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI technical support for complex physical products,"AI technical support for complex physical products. Founded in 2025 by Gregory Makodzeba and Dima Yanovsky, Prox has 7 employees based in San Francisco. Prox is hiring for 5 roles in engineering and operations.",Dima Yanovsky,https://www.linkedin.com/in/yanovsk,https://www.ycombinator.com/companies/prox
Prox,Fall 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI technical support for complex physical products,"AI technical support for complex physical products. Founded in 2025 by Gregory Makodzeba and Dima Yanovsky, Prox has 7 employees based in San Francisco. Prox is hiring for 5 roles in engineering and operations.",Gregory Makodzeba,https://www.linkedin.com/in/gregory-makodzeba,https://www.ycombinator.com/companies/prox
Autonomous Technologies Group,Fall 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Superintelligent financial advisor,"Superintelligent financial advisor. Founded in 2025 by Dillon Erb and Daniel Kobran, Autonomous Technologies Group has 8 employees based in New York City. Autonomous Technologies Group is hiring for 8 roles in operations, design, and engineering.",Dillon Erb,https://www.linkedin.com/in/dillonerb,https://www.ycombinator.com/companies/autonomous-technologies-group
Autonomous Technologies Group,Fall 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Superintelligent financial advisor,"Superintelligent financial advisor. Founded in 2025 by Dillon Erb and Daniel Kobran, Autonomous Technologies Group has 8 employees based in New York City. Autonomous Technologies Group is hiring for 8 roles in operations, design, and engineering.",Daniel Kobran,https://www.linkedin.com/in/daniel-kobran,https://www.ycombinator.com/companies/autonomous-technologies-group
Pingo,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI companion that helps you learn languages,"AI companion that helps you learn languages. Founded in 2025 by Morrie Schonfeld and Michael Xing, Pingo has 6 employees based in San Francisco. Pingo is hiring for 1 roles in engineering.",Michael Xing,https://www.linkedin.com/in/michael-xing-04216821a,https://www.ycombinator.com/companies/pingo
Pingo,Summer 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI companion that helps you learn languages,"AI companion that helps you learn languages. Founded in 2025 by Morrie Schonfeld and Michael Xing, Pingo has 6 employees based in San Francisco. Pingo is hiring for 1 roles in engineering.",Morrie Schonfeld,https://www.linkedin.com/in/morrie-schonfeld-1628002b1,https://www.ycombinator.com/companies/pingo
Fifth Door,Fall 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Create and play games with AI,"Create and play games with AI. Founded in 2025 by Amir Ghazvinian and Daniel Kan, Fifth Door has 3 employees based in San Francisco. Fifth Door is hiring for 1 roles in engineering.",Amir Ghazvinian,https://www.linkedin.com/in/amirghazvinian,https://www.ycombinator.com/companies/fifth-door
Fifth Door,Fall 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Create and play games with AI,"Create and play games with AI. Founded in 2025 by Amir Ghazvinian and Daniel Kan, Fifth Door has 3 employees based in San Francisco. Fifth Door is hiring for 1 roles in engineering.",Daniel Kan,https://www.linkedin.com/in/danielkan,https://www.ycombinator.com/companies/fifth-door
Godela,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI Physics Engine to replace simulations and prototypes,"AI Physics Engine to replace simulations and prototypes. Founded in 2025 by Abhijit Pranav Pamarty and Cinnamon Sipper, Godela has 10 employees based in San Francisco. Godela is hiring for 3 roles in engineering.",Cinnamon Sipper,https://www.linkedin.com/in/cinnamonsipper,https://www.ycombinator.com/companies/godela
Godela,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI Physics Engine to replace simulations and prototypes,"AI Physics Engine to replace simulations and prototypes. Founded in 2025 by Abhijit Pranav Pamarty and Cinnamon Sipper, Godela has 10 employees based in San Francisco. Godela is hiring for 3 roles in engineering.",Abhijit Pranav Pamarty,https://www.linkedin.com/in/abhijit-pranav-pamarty-6b2453152,https://www.ycombinator.com/companies/godela
Cascade Space,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Commercial alternative to the Deep Space Network,"Commercial alternative to the Deep Space Network. Founded in 2025 by Arlen Abraham and Jacob Portukalian, Cascade Space has 7 employees based in San Francisco. Cascade Space is hiring for 1 roles in engineering.",Jacob Portukalian,https://www.linkedin.com/in/jacob-portukalian,https://www.ycombinator.com/companies/cascade-space
Cascade Space,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Commercial alternative to the Deep Space Network,"Commercial alternative to the Deep Space Network. Founded in 2025 by Arlen Abraham and Jacob Portukalian, Cascade Space has 7 employees based in San Francisco. Cascade Space is hiring for 1 roles in engineering.",Arlen Abraham,https://www.linkedin.com/in/arlenabraham,https://www.ycombinator.com/companies/cascade-space
Bond,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Your AI Chief of Staff,"Your AI Chief of Staff. Founded in 2025 by Chloe Samaha, Bond has 3 employees based in San Francisco. Bond is hiring for 1 roles in product.",Chloe Samaha,https://linkedin.com/in/chloesamaha,https://www.ycombinator.com/companies/bond
Airweave,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,The open-source context retrieval layer for agents,"The open-source context retrieval layer for agents. Founded in 2025 by Rauf Akdemir and Lennert Jansen, Airweave has 7 employees based in San Francisco. Airweave is hiring for 5 roles in engineering.",Lennert Jansen,https://www.linkedin.com/in/lennertjansen,https://www.ycombinator.com/companies/airweave
Airweave,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,The open-source context retrieval layer for agents,"The open-source context retrieval layer for agents. Founded in 2025 by Rauf Akdemir and Lennert Jansen, Airweave has 7 employees based in San Francisco. Airweave is hiring for 5 roles in engineering.",Rauf Akdemir,https://www.linkedin.com/in/orhan-rauf-akdemir,https://www.ycombinator.com/companies/airweave
Theorem,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Program verification so even your systems engineers can vibecode,"Program verification so even your systems engineers can vibecode. Founded in 2025 by Rajashree Agrawal and Jason Gross, Theorem has 4 employees based in San Francisco. Theorem is hiring for 4 roles in engineering.",Jason Gross,https://www.linkedin.com/in/jason-gross-86b72125,https://www.ycombinator.com/companies/theorem-2
Theorem,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Program verification so even your systems engineers can vibecode,"Program verification so even your systems engineers can vibecode. Founded in 2025 by Rajashree Agrawal and Jason Gross, Theorem has 4 employees based in San Francisco. Theorem is hiring for 4 roles in engineering.",Rajashree Agrawal,https://www.linkedin.com/in/rajashreeagrawal,https://www.ycombinator.com/companies/theorem-2
Text.ai,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Alfi - your group chat with social skills to bring friends closer,"Alfi - your group chat with social skills to bring friends closer. Founded in 2024 by Paras Maniar, Prahar Patel, and Rushi Shah, Text.ai has 4 employees based in San Francisco. Text.ai is hiring for 1 roles in engineering.",Rushi Shah,https://www.linkedin.com/in/rushishah01,https://www.ycombinator.com/companies/text-ai
Text.ai,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Alfi - your group chat with social skills to bring friends closer,"Alfi - your group chat with social skills to bring friends closer. Founded in 2024 by Paras Maniar, Prahar Patel, and Rushi Shah, Text.ai has 4 employees based in San Francisco. Text.ai is hiring for 1 roles in engineering.",Paras Maniar,https://www.linkedin.com/in/parasmaniar,https://www.ycombinator.com/companies/text-ai
Text.ai,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Alfi - your group chat with social skills to bring friends closer,"Alfi - your group chat with social skills to bring friends closer. Founded in 2024 by Paras Maniar, Prahar Patel, and Rushi Shah, Text.ai has 4 employees based in San Francisco. Text.ai is hiring for 1 roles in engineering.",Prahar Patel,https://www.linkedin.com/in/prahar-patel,https://www.ycombinator.com/companies/text-ai
Code Four,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Modernizing the police workflow.,"Modernizing the police workflow. Founded in 2025 by George Cheng and Dylan Nguyen, Code Four has 3 employees based in San Francisco. Code Four is hiring for 2 roles in sales and engineering.",Cheng George,https://www.linkedin.com/in/cheng-george,https://www.ycombinator.com/companies/code-four
Code Four,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Modernizing the police workflow.,"Modernizing the police workflow. Founded in 2025 by George Cheng and Dylan Nguyen, Code Four has 3 employees based in San Francisco. Code Four is hiring for 2 roles in sales and engineering.",Dylan Nguyen,https://www.linkedin.com/in/dylan-nguyenn,https://www.ycombinator.com/companies/code-four
Lumari,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI Digital Workers for Supply Chain,"AI Digital Workers for Supply Chain . Founded in 2025 by Sam Lamba and Eshani Mehta, Lumari has 5 employees based in San Francisco. Lumari is hiring for 3 roles in engineering and operations.",Eshani Mehta,https://www.linkedin.com/in/eshanimehta,https://www.ycombinator.com/companies/lumari
Lumari,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI Digital Workers for Supply Chain,"AI Digital Workers for Supply Chain . Founded in 2025 by Sam Lamba and Eshani Mehta, Lumari has 5 employees based in San Francisco. Lumari is hiring for 3 roles in engineering and operations.",Samarthlamba,https://www.linkedin.com/in/samarthlamba,https://www.ycombinator.com/companies/lumari
Pelica,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Transforming healthcare operations with AI agents,"Transforming healthcare operations with AI agents. Founded in 2025 by Lalit Kundu and Catherine Zhao, Pelica has 5 employees based in San Francisco. Pelica is hiring for 2 roles in engineering.",Lalit Kundu,https://linkedin.com/in/lalitkundu,https://www.ycombinator.com/companies/pelica
Pelica,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Transforming healthcare operations with AI agents,"Transforming healthcare operations with AI agents. Founded in 2025 by Lalit Kundu and Catherine Zhao, Pelica has 5 employees based in San Francisco. Pelica is hiring for 2 roles in engineering.",Catherine Zhao,https://www.linkedin.com/in/cat-catherine-zhao,https://www.ycombinator.com/companies/pelica
MindFort,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Autonomous Security Agents,"Autonomous Security Agents. Founded in 2025 by Akul Gupta and Brandon Veiseh, MindFort has 5 employees based in Los Angeles. MindFort is hiring for 4 roles in engineering and sales.",Brandon Veiseh,https://www.linkedin.com/in/brandon-veiseh-77762113a,https://www.ycombinator.com/companies/mindfort
MindFort,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Autonomous Security Agents,"Autonomous Security Agents. Founded in 2025 by Akul Gupta and Brandon Veiseh, MindFort has 5 employees based in Los Angeles. MindFort is hiring for 4 roles in engineering and sales.",Akul Gupta,https://www.linkedin.com/in/akulguptax,https://www.ycombinator.com/companies/mindfort
chrt,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,chrt is a logistics platform for time-critical shipping,"chrt is a logistics platform for time-critical shipping. Founded in 2025 by Aaron Carver and Kyle Reagan, chrt has 5 employees based in Los Angeles. chrt is hiring for 1 roles in engineering.",Kyle Reagan,https://linkedin.com/in/kyle-reagan-surfs,https://www.ycombinator.com/companies/chrt
chrt,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,chrt is a logistics platform for time-critical shipping,"chrt is a logistics platform for time-critical shipping. Founded in 2025 by Aaron Carver and Kyle Reagan, chrt has 5 employees based in Los Angeles. chrt is hiring for 1 roles in engineering.",Aaron Carver,https://linkedin.com/in/aaroncarver,https://www.ycombinator.com/companies/chrt
chrt,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,chrt is a logistics platform for time-critical shipping,"chrt is a logistics platform for time-critical shipping. Founded in 2025 by Aaron Carver and Kyle Reagan, chrt has 5 employees based in Los Angeles. chrt is hiring for 1 roles in engineering.",Kyle Reagan,https://www.linkedin.com/in/kyle-reagan-surfs,https://www.ycombinator.com/companies/chrt
chrt,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,chrt is a logistics platform for time-critical shipping,"chrt is a logistics platform for time-critical shipping. Founded in 2025 by Aaron Carver and Kyle Reagan, chrt has 5 employees based in Los Angeles. chrt is hiring for 1 roles in engineering.",Aaron Carver,https://www.linkedin.com/in/aaroncarver,https://www.ycombinator.com/companies/chrt
Naïve,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Unified Agent Infrastructure,"Unified Agent Infrastructure. Founded in 2025 by Sean Dorje and Dennis Zax, Naïve has 8 employees based in San Francisco. Naïve is hiring for 5 roles in engineering and marketing.",Sean Dorje,https://linkedin.com/in/seandorje,https://www.ycombinator.com/companies/naive
Naïve,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Unified Agent Infrastructure,"Unified Agent Infrastructure. Founded in 2025 by Sean Dorje and Dennis Zax, Naïve has 8 employees based in San Francisco. Naïve is hiring for 5 roles in engineering and marketing.",Dennis Zax,https://linkedin.com/in/dennis-zax-704165201,https://www.ycombinator.com/companies/naive
Hemut,Spring 2025,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI-powered operating system for trucking companies.,"AI-powered operating system for trucking companies. Founded in 2024 by Loki Cheema, Hemut has 3 employees based in San Francisco. Hemut is hiring for 1 roles in engineering.",Loki Cheema,https://www.linkedin.com/in/loki-cheema,https://www.ycombinator.com/companies/hemut
